Models,Return
141,133.47796398796746
142,298.0090634203533
143,288.67930073520887
144,221.46319283134235
145,321.24458175512615
146,111.44326851986649
147,276.6474795170062
148,124.05090456621294
149,247.61802565346255
150,181.26205795079463
151,115.97350442146465
152,336.1126059976929
153,218.50040045633546
154,316.94013281019033
155,218.46186714498214
156,27.80606846974637
157,124.42203859255717
158,117.33362750247659
159,236.46914566243817
160,125.1271515499298
161,244.10244305285946
162,262.7775035337335
163,341.126316806581
164,215.06429205320876
165,253.12150295415472
166,164.99603844035124
167,264.3165111358507
168,119.55387469256233
169,322.90813011989
170,122.63501643064998
171,109.03227403262112
172,209.07685391380832
173,27.381812889912666
174,357.73907249814846
175,242.55335148184432
176,355.46458783486395
177,353.07510076964456
178,280.13653925999927
179,330.518624396264
180,338.8421490480598
181,80.12695024355364
182,122.52528667291942
183,368.77104467706647
184,210.26286904793199
185,258.9241663034857
186,293.3118628091967
187,146.10382128074696
188,143.44394802560296
189,380.9737819496351
190,143.98965166966133
191,286.6811696065168
192,163.83308874776563
193,316.3333321905036
194,272.82734187279624
195,252.86106526515033
196,210.55560575045078
197,357.16190769285004
198,269.905532503134
199,31.371901381515613
200,166.70021294331767
201,118.43764090815196
202,242.46819204207816
203,217.30082756893023
204,225.29960150750748
205,231.72676664260945
206,28.215565991710786
207,207.07174151879548
208,121.58206631232576
209,277.6558308562593
210,240.50157430242393
211,315.3541557122841
212,234.92376099251229
213,105.92074907084628
214,215.98216769827437
215,190.16621559323545
216,382.45633526021163
217,93.63487801008745
218,46.922547829072165
219,192.23601150434345
220,113.16260441620283
221,385.82985609689223
222,90.90771913372241
223,338.51704329036556
224,253.67929794104117
225,294.62139342239277
226,198.29932815390572
227,71.41509194451567
228,354.15159013091693
229,213.3670733705815
230,304.7866311667971
231,337.0188345024144
232,345.0411115646704
233,311.8625796414551
234,325.6700706440246
235,268.9472131793136
236,85.39676046356077
237,248.9334313811047
238,156.5398094772384
239,184.25723217290923
240,28.53863347590702
241,273.1495043731172
242,318.0493062913509
243,128.3705035779365
244,180.87950383050355
245,112.53237777305029
246,94.51653006129781
247,219.0862938757956
248,153.63771786654289
249,275.814525915481
250,303.2337812772111
251,75.61988836967771
252,278.9070026616049
253,262.86891259754117
254,261.4792361026591
255,224.4896961164985
256,168.10007412512027
257,244.24001828282636
258,27.66388947241953
259,232.2106348732328
260,354.3630501218607
261,168.4011366233083
262,80.65053445399674
263,93.38651239373141
264,381.7522480220414
265,167.61233069650228
266,384.92042401417336
267,158.23107178184483
268,130.42672045072695
269,246.72528287158647
270,280.87679616280604
271,101.16754980222467
272,126.84721174865547
273,254.6146698804569
274,352.03311937367687
275,195.59201283688702
276,91.55189425512202
277,200.44589857442656
278,296.40765755994687
279,68.52622829590581
280,265.4458248045954
281,392.21000477802403
282,170.71551966673334
283,303.7181326533976
284,293.1484859268803
285,236.639714048053
286,355.91803048162467
287,120.51105022773243
288,340.9388176794479
289,71.10840552145207
290,280.89181162684093
291,202.23222625926235
292,215.76121231377797
293,290.5049574319771
294,256.9681337761402
295,193.56944884767185
296,181.30093569678647
297,91.44534143744698
298,270.309134977142
299,235.97437628121205
300,94.19073243014078
301,220.06341822351408
302,357.9561296312673
303,166.5239262469383
304,148.5474029581435
305,39.16751699844438
306,120.88669520245725
307,171.18492316694497
308,212.95183800057
309,145.6202427571086
310,258.78649708486296
311,143.45098664005423
312,242.17264349399136
313,100.85521471866097
314,250.095300948319
315,78.78266521602771
316,245.0878335321918
317,240.45839339922014
318,104.21591454584426
319,81.66091797128223
320,165.67104448984142
321,322.8787814168396
322,373.95725336752776
323,225.86634806261398
324,323.00883793345463
325,207.23368758105437
326,341.8622875429527
327,263.08303333861704
328,118.10045154631936
329,249.1117691765262
330,140.35139827857677
331,50.729321207565185
332,198.52902228475187
333,214.4970038338861
334,101.2357728365331
335,70.15309561459125
336,209.94947655104198
337,140.42450351376328
338,191.9147185125776
339,311.33355977738574
340,343.09681850142726
341,72.67964146983684
342,38.4940350329244
343,34.457916797366124
344,153.4090566392935
345,45.45332433173664
346,259.3822252215547
347,113.34175250781482
348,381.98725337740046
349,193.68640830149883
350,142.27531801589487
351,122.93524874105704
352,162.01449799697167
353,206.1468915709399
354,200.56859759886038
355,193.66284614995968
356,303.6752090967236
357,238.49934227328438
358,330.27834765294887
359,261.64824757077884
360,185.63586060470075
361,258.7809509742518
362,261.4928152635639
363,246.9448272983039
364,272.2737926455628
365,261.045128107066
366,237.5496331274526
367,169.40527638985077
368,298.18144860456744
369,263.00705051456475
370,367.85555691543993
371,43.33111769689677
372,244.17956247294998
373,228.26372865283545
374,159.65764416685155
375,240.44877440237522
376,169.89258518847276
377,137.0254835714429
378,63.5346741711606
379,246.7044850674076
380,40.63559553839297
381,194.8877272604055
382,74.43546955385904
383,212.40756281179128
384,321.7698662036131
385,192.16004697367123
386,39.48417743503894
387,260.9729890918794
388,174.54193661149304
389,96.21175921535797
390,389.19508919295737
391,380.9327691858334
392,84.46162848364095
393,156.8217136308262
394,188.92936504103557
395,253.7954537797814
396,136.5702896987023
397,118.49784710595516
398,313.10012998826596
399,147.42605934751393
400,129.4807596069882
401,64.60025570938826
402,303.5909537583809
403,248.62903182619291
404,217.4322256280464
