Models,Return
572,237.84980650981612
573,291.2347228014128
574,362.4849016697645
575,122.99489567923148
576,246.74935404270101
577,263.71670407642915
578,311.34002911727487
579,257.61188347383313
580,233.1058292249282
581,242.88992204120365
582,263.2817044654503
583,217.3092009888029
584,41.0595728852312
585,305.30817348682734
586,155.27089518901795
587,267.8746474125095
588,369.7226687168176
589,367.18235283692013
590,28.648451476801434
591,202.720812293026
592,166.82902067777147
593,245.40642550057277
594,183.7500042567479
595,44.61583347920373
596,108.77774935428975
597,378.3085804180624
598,149.18363973027618
599,95.18479129301674
600,279.2926069930334
601,54.47248370698995
602,336.78543966873275
603,243.3273408529178
604,243.59370738624477
605,231.4647883520278
606,206.47889889973126
607,363.6700401822285
608,231.82855387366376
609,221.39580403852432
610,284.67121117109764
611,276.5920502504316
612,201.72083347088696
613,115.88069448701998
614,162.70606034406208
615,138.5917969375407
616,295.3047408216922
617,201.40622324515343
618,185.75337099393835
619,154.962793478341
620,26.067315191358496
621,282.6682949162037
622,274.75243659970124
623,87.96851738048198
624,182.23120821929794
625,299.83853851885567
626,361.6892362003162
627,263.41623341867273
628,323.0710812008102
629,155.47891028499293
630,342.17680907890366
631,343.8599633694929
632,154.79568004596845
633,65.13897655903705
634,244.16112563669535
635,85.53153061807949
636,116.82950971975413
637,206.72620339608696
638,84.93506207760288
639,342.586935646809
640,62.43749457210147
641,154.17317071195072
642,83.84558767282748
643,215.6802190077909
644,236.07521790286796
645,130.30856796674354
646,125.69258360846395
647,273.32760883377085
648,210.31121272462593
649,360.41295115154855
650,246.44924365474589
651,289.00698241098775
652,174.94912189890928
653,99.60523769006858
654,78.71949959323965
655,108.39751129850353
656,127.17525107278657
657,234.51596007141487
658,248.01768157222443
659,198.1637064543442
660,207.77377310366631
661,288.7093982342099
662,273.11468032163896
663,79.86274722455802
664,320.72398658937396
665,294.2011233779871
666,260.3069477956784
667,132.25526430461645
668,128.72510940696463
669,287.47145178057747
670,193.7289430868829
671,25.235477306243716
672,56.676348187632364
673,270.9684526462969
674,61.046455999248444
675,149.15817527462082
676,289.70451783504234
677,165.12178432106805
678,253.77415318957344
679,82.70611523143796
680,117.52439193698139
681,231.12261600135858
682,266.9159073057464
683,289.09061004783547
684,151.15868596674238
685,188.0195953136058
686,114.02219891733594
687,275.2850798907095
688,156.98510910473416
689,118.61226759936547
690,369.16795208191274
691,313.07134213199697
692,167.79233404187315
693,252.10792797975606
694,38.96949417970501
695,315.58118454113776
696,96.49556125286452
697,261.54150287348864
698,227.29568092214066
699,289.0819979346465
700,120.34571310533903
